"(Benchmark_method, commit)",Add Parameter,Extract Method,Change Variable Type,Remove Method Annotation,Move Source Folder,Add Class Annotation,Move Class,Inline Method,Change Attribute Type,Change Return Type,Change Parameter Type,Extract Attribute,Add Method Annotation,Extract Variable,Inline Variable,Extract And Move Method,Pull Up Method,Move Method,Remove Parameter,Extract Superclass,Extract Class,Extract Subclass,Move Attribute,Push Down Method,Push Down Attribute,Merge Parameter,Merge Variable,Parameterize Variable,Merge Attribute,Replace Variable With Attribute,Modify Class Annotation,Pull Up Attribute,Remove Class Annotation,Modify Method Annotation,Move And Inline Method,Add Parameter Annotation,Add Attribute Annotation,Modify Attribute Annotation,Reorder Parameter,Remove Attribute Annotation,Split Attribute,Remove Parameter Annotation,Extract Interface,Split Parameter,Change Package,Split Variable,Replace Attribute,Modify Parameter Annotation,sum,delta
"(org.apache.hive.benchmark.hash.Murmur3Bench.Hash64Bench.longBytesHash,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerNativeVectorOptimizedBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiRowModeHashMapBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.calcite.FieldTrimmerBench.baseRelFieldTrimmer,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerRowModeOptimized_Bench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddLongColumnCheckedBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyInteger.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarGreaterEqualLongColumnBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterNativeVectorOptimizedBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyShort.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessLongColumnBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.RepeatingColOrColBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyRowModeHashMapBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyTimestamp.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarLessLongColumnBench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterRowModeOptimized_Bench.bench,08974803c881f2dc652764776a28683af9f9c8d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench.testVectorSelectBaseForward,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterRowModeHashMapBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarGreaterLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerVectorPassThrough_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterNativeVectorFastBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyDouble.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterRowModeOptimized_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessLongScalarBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.RepeatingColAndColBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyDouble.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyRowModeHashMapBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyNativeVectorOptimizedBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColNotEqualLongScalarBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiNativeVectorOptimizedBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.DoubleColAddRepeatingDoubleColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyVectorPassThrough_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterLongScalarBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterEqualLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprLongColumnLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiRowModeHashMapBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiRowModeOptimized_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerNativeVectorFastBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarNotEqualLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyDate.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyNativeVectorFastBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerNativeVectorOptimizedBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.NotColBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyInteger.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.udf.json_read.JsonReadBench.benchmarkMethod,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyRowModeOptimized_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarLessEqualLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprRepeatingLongColumnLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyByte.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddRepeatingLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColOrRepeatingColBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyByte.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiRowModeHashMapBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColAndColBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyLong.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterEqualLongScalarBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiNativeVectorOptimizedBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.ParseDouble.doubleBench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.write,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.ParseDouble.floatingDecimalBench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerRowModeOptimized_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyRowModeHashMapBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterVectorPassThrough_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColDivideLongColumnBench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.getRecordWriter,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiRowModeOptimized_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.serialize,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyVectorPassThrough_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterVectorPassThrough_Bench.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyByte.bench,c34ee9d79bf6931a92b61af98a6c8f09c6b9ad73)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
