"(Benchmark_method, commit)",Add Parameter,Extract Method,Change Variable Type,Remove Method Annotation,Move Source Folder,Add Class Annotation,Move Class,Inline Method,Change Attribute Type,Change Return Type,Change Parameter Type,Extract Attribute,Add Method Annotation,Extract Variable,Inline Variable,Extract And Move Method,Pull Up Method,Move Method,Remove Parameter,Extract Superclass,Extract Class,Extract Subclass,Move Attribute,Push Down Method,Push Down Attribute,Merge Parameter,Merge Variable,Parameterize Variable,Merge Attribute,Replace Variable With Attribute,Modify Class Annotation,Pull Up Attribute,Remove Class Annotation,Modify Method Annotation,Move And Inline Method,Add Parameter Annotation,Add Attribute Annotation,Modify Attribute Annotation,Reorder Parameter,Remove Attribute Annotation,Split Attribute,Remove Parameter Annotation,Extract Interface,Split Parameter,Change Package,Split Variable,Replace Attribute,Modify Parameter Annotation,sum,delta
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessLongColumnBench.bench,be72da51622c7a39f3d68741ebd802a0d5331ddd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.RepeatingColOrColBench.bench,be72da51622c7a39f3d68741ebd802a0d5331ddd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyRowModeHashMapBench.bench,be72da51622c7a39f3d68741ebd802a0d5331ddd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyTimestamp.bench,be72da51622c7a39f3d68741ebd802a0d5331ddd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarLessLongColumnBench.bench,be72da51622c7a39f3d68741ebd802a0d5331ddd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterRowModeOptimized_Bench.bench,be72da51622c7a39f3d68741ebd802a0d5331ddd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.operators.VectorSelectOperatorBench.testVectorSelectBaseForward,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarGreaterLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerVectorPassThrough_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterNativeVectorFastBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyDouble.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterRowModeOptimized_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColLessLongScalarBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.RepeatingColAndColBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyDouble.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyNativeVectorOptimizedBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColNotEqualLongScalarBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiNativeVectorOptimizedBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.DoubleColAddRepeatingDoubleColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyVectorPassThrough_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterLongScalarBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterEqualLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprLongColumnLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiRowModeOptimized_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerNativeVectorFastBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarNotEqualLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyDate.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyNativeVectorFastBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerNativeVectorOptimizedBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.NotColBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyInteger.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.udf.json_read.JsonReadBench.benchmarkMethod,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyRowModeOptimized_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarLessEqualLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprRepeatingLongColumnLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyByte.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddRepeatingLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColOrRepeatingColBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyByte.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColAndColBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyLong.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterEqualLongScalarBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiNativeVectorOptimizedBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.ParseDouble.doubleBench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.write,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.ParseDouble.floatingDecimalBench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerRowModeOptimized_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterVectorPassThrough_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColDivideLongColumnBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.getRecordWriter,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiRowModeOptimized_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.serialize,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyVectorPassThrough_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterVectorPassThrough_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyByte.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterNativeVectorOptimizedBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyLong.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLikeBench.FilterStringColLikeStringScalarBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiVectorPassThrough_Bench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyNativeVectorFastBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.hash.Murmur3Bench.Hash64Bench.longHash,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyFloat.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColAndRepeatingColBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyLong.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerNativeVectorFastBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiNativeVectorFastBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerRowModeHashMapBench.bench,d645d827d95de36175194407bd1e2f6725362aff)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
