"(Benchmark_method, commit)",Change Parameter Type,Extract Variable,Change Return Type,Inline Variable,Extract Method,Change Variable Type,Remove Parameter,Add Parameter,Remove Method Annotation,Add Method Annotation,Push Down Method,Move Method,Change Attribute Type,Inline Method,Extract Class,Pull Up Method,Extract And Move Method,Remove Class Annotation,Extract Superclass,Pull Up Attribute,Move Class,Extract Interface,Move Attribute,Move And Inline Method,Merge Parameter,Merge Variable,Merge Attribute,Parameterize Variable,Replace Variable With Attribute,Modify Method Annotation,Change Package,Add Class Annotation,Move Source Folder,Add Attribute Annotation,Extract Subclass,Add Parameter Annotation,Push Down Attribute,Extract Attribute,Modify Class Annotation,Reorder Parameter,Remove Attribute Annotation,Split Parameter,Split Attribute,Remove Parameter Annotation,Replace Attribute,Remove Variable Annotation,Split Variable,sum,delta
"(io.vertx.benchmarks.JsonDecodeBenchmark.smallStringJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideStringDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HttpServerHandlerBenchmark.vertx,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepStringDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size8,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideBufferDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepStringDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideStringDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.smallStringDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size2,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepBufferJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersSetBenchmark.nettySmall,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMiss,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMatch,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersEncodeBenchmark.baseline,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepStringJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallExactMiss,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideStringJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepStringJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepBufferDatabind,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallStringJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideStringJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size4,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideBufferJackson,f451dcde8f7908a00466ffa6f1d4712ac0fb0ce3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersEncodeBenchmark.nettySmall,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallExactMatch,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ContextBenchmark.runOnContext,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size1,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HttpServerHandlerBenchmark.netty,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size16,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"(io.vertx.benchmarks.JsonDecodeBenchmark.smallStringJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideStringDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HttpServerHandlerBenchmark.vertx,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepStringDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size8,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideBufferDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepStringDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideStringDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.smallStringDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size2,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepBufferJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersSetBenchmark.nettySmall,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMiss,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMatch,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersEncodeBenchmark.baseline,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepStringJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallExactMiss,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideStringJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.deepStringJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonDecodeBenchmark.deepBufferDatabind,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.smallStringJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.JsonEncodeBenchmark.wideStringJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark.size4,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(io.vertx.benchmarks.JsonDecodeBenchmark.wideBufferJackson,66aa8e13182de5bb3d40f3a3bd8e988b03219f86)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.vertx.benchmarks.HeadersEncodeBenchmark.nettySmall,7d0fe8c20890b796942954a5ade1a1420abebc37)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
