"(Benchmark_method, commit)",Change Parameter Type,Change Variable Type,Extract Variable,Add Parameter,Extract Method,Add Class Annotation,Add Attribute Annotation,Add Method Annotation,Replace Variable With Attribute,Move Method,Modify Attribute Annotation,Change Return Type,Change Attribute Type,Remove Method Annotation,Parameterize Variable,Remove Parameter,Push Down Method,Move Class,Extract Superclass,Inline Method,Extract And Move Method,Pull Up Attribute,Pull Up Method,Move Source Folder,Modify Class Annotation,Remove Attribute Annotation,Remove Class Annotation,Change Package,Modify Method Annotation,Inline Variable,Move Attribute,Extract Attribute,Extract Interface,Extract Class,Merge Attribute,Modify Parameter Annotation,Move And Inline Method,Reorder Parameter,Push Down Attribute,Merge Variable,Extract Subclass,Add Parameter Annotation,Remove Parameter Annotation,Merge Parameter,Split Parameter,Split Attribute,Add Variable Annotation,Replace Attribute,Split Variable,sum,delta
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkLoadTime,02bcdaf059470efeacc61643a7ac0d8329c19fab)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionIntToLong,02bcdaf059470efeacc61643a7ac0d8329c19fab)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.LoadTypeConvertersTest.notLoad,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInputStream,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapSimpleCase,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapSimpleCase,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.ContainsIgnoreCaseTest.benchmark,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.DefaultUuidGeneratorTest.benchmark,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertIntegerToString,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.cedarsoftMapComplexCase,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInteger,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.cedarsoftMapSimpleCase,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.LoadTypeConvertersTest.load,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase,484222e66a97b26d464b1d42d9163e3c4c754ed6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.LoadTypeConvertersTest.notLoad,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInputStream,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapSimpleCase,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapSimpleCase,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.ContainsIgnoreCaseTest.benchmark,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.DefaultUuidGeneratorTest.benchmark,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertIntegerToString,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.cedarsoftMapComplexCase,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInteger,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.cedarsoftMapSimpleCase,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.LoadTypeConvertersTest.load,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase,8162e81a0f4957d30d1e166701ec22a11d81d577)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionListToStringArray,791fbdde840ca29ab5788708cb0fb42f63649cd3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionTimeEnum,791fbdde840ca29ab5788708cb0fb42f63649cd3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionStringToChar,791fbdde840ca29ab5788708cb0fb42f63649cd3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionStringToURI,791fbdde840ca29ab5788708cb0fb42f63649cd3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkLoadTime,791fbdde840ca29ab5788708cb0fb42f63649cd3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionIntToLong,791fbdde840ca29ab5788708cb0fb42f63649cd3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.LoadTypeConvertersTest.notLoad,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInputStream,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapSimpleCase,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapSimpleCase,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.ContainsIgnoreCaseTest.benchmark,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.DefaultUuidGeneratorTest.benchmark,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertIntegerToString,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.cedarsoftMapComplexCase,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInteger,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.cedarsoftMapSimpleCase,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.LoadTypeConvertersTest.load,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase,6a817e7c19e5a1d921285fe16f1bac0915c7327f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionListToStringArray,10327d707c4bb4c50763fd802b3116bf7f41c987)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionTimeEnum,10327d707c4bb4c50763fd802b3116bf7f41c987)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionStringToChar,10327d707c4bb4c50763fd802b3116bf7f41c987)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionStringToURI,10327d707c4bb4c50763fd802b3116bf7f41c987)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkLoadTime,10327d707c4bb4c50763fd802b3116bf7f41c987)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionIntToLong,10327d707c4bb4c50763fd802b3116bf7f41c987)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes,7f1dd9135f2fc390bf944f69dc264f66c47fab8e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString,7f1dd9135f2fc390bf944f69dc264f66c47fab8e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString,7f1dd9135f2fc390bf944f69dc264f66c47fab8e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest,7f1dd9135f2fc390bf944f69dc264f66c47fab8e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
