"(Benchmark_method, commit)",Extract Variable,Change Attribute Type,Change Variable Type,Inline Method,Remove Method Annotation,Add Class Annotation,Add Method Annotation,Change Parameter Type,Move Method,Extract Method,Extract And Move Method,Extract Attribute,Replace Variable With Attribute,Remove Class Annotation,Move Class,Change Package,Change Return Type,Inline Variable,Move Attribute,Remove Parameter,Merge Attribute,Extract Interface,Extract Superclass,Pull Up Method,Parameterize Variable,Move And Inline Method,Add Parameter,Split Attribute,Modify Attribute Annotation,Modify Class Annotation,Pull Up Attribute,Replace Attribute,Add Attribute Annotation,Extract Class,Move Source Folder,Modify Method Annotation,Extract Subclass,Push Down Method,Push Down Attribute,Reorder Parameter,Merge Parameter,Merge Variable,sum,delta
"(squidpony.performance.NoiseBenchmark.measureSeeded2D,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureFringeG,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureControlDouble,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureWhirlingAlt3D,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertFastUtilFairOM,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertFastUtilFairOS3,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoR,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(squidpony.performance.HashBenchmark.measureSketchInt,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureMerlin3D,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureSinApproxNickBit,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertGdxOM2,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.doScanDijkstra,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertLinkedHashSet,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertFastUtilOS3,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.measureStormInt,327954e7ff154a16efe6d4a6ca8ced3bfa089750)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharMist64,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLightInt,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureMixedSeparatedAltG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerGdxOS,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOS3,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureMathCosDeg,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongJDK32Mixed,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash3D,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoIntR,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doRetractG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidOM2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidDefaultOM,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureSeeded4D,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharHive64,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThrustAlt32,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRoInt,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.doScanCustomDijkstra,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureApproxAtan2Alt,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureOriole32R,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureOpenSimplex4D,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureCosGdx,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doRandomA,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLathe32R,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlapInt,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.countWaypoint2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS3,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doFringe,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLightning32,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doPackG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringSquidMildOS,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharJDK32Mixed,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLathe32IntR,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doRandomG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WorldBenchmark.measureFast,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLongPeriodInt,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.BenchmarkState.measureHastyPointHash2D,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureSinApproxNickBitF,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doSirocco64,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLightning64,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.FOVCacheBenchmark.measureCachedFOV,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureSinGdxDeg,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLapR,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureXoRo,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureApproxAtan2Float,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doCharHive32,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLight,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongJolt32,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureOriole32Int,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.LOSBenchmark.measureDDA,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doFloodG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.doPathGDXAStar,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureMathASin,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureJDK,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongJolt64,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongWisp64,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WaypointBenchmark.measureWaypoint3,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureFlapR,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doExpandG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.doTinyPathDijkstra,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.NoiseBenchmark.measureFastNoise4D,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.measureMixedSeparatedG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.WorldBenchmark.measureWhirling,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOM2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertStringGdxOM,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureThrustAlt32Int,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.CoordPackerBenchmark.doIntersectG,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureCosApprox,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.MathBenchmark.measureAtan2Baseline,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLapIntR,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.RNGBenchmark.measureLathe32,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.doLongMist32,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM2,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(squidpony.performance.DijkstraBenchmark.doTinyPathCustomDijkstra,8b1c8adf620463166a2196fb07292d8895f1277c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
