"(Benchmark_method, commit)",Add Method Annotation,Add Parameter,Extract Method,Remove Method Annotation,Change Variable Type,Pull Up Method,Extract Variable,Change Attribute Type,Change Return Type,Change Parameter Type,Inline Variable,Remove Parameter,Move Attribute,Extract Attribute,Extract And Move Method,Move Class,Parameterize Variable,Extract Subclass,Push Down Attribute,Push Down Method,Inline Method,Move Source Folder,Move Method,Remove Parameter Annotation,Move And Inline Method,Extract Superclass,Modify Method Annotation,Pull Up Attribute,Replace Variable With Attribute,Merge Parameter,Add Class Annotation,Extract Class,Add Parameter Annotation,Split Attribute,Reorder Parameter,Change Package,Merge Attribute,Split Parameter,Remove Attribute Annotation,Remove Class Annotation,Add Attribute Annotation,Split Variable,Modify Class Annotation,Merge Variable,Extract Interface,Remove Variable Annotation,Add Variable Annotation,Modify Attribute Annotation,Replace Attribute,Modify Variable Annotation,sum,delta
"(org.elasticsearch.benchmark.fs.AvailableIndexFoldersBenchmark.availableIndexFolderOptimized,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.baseline,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.common.RoundingBenchmark.round,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.DateFormatterBenchmark.parseJodaDate,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleMutableBimorphicInvocation,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcDayOfMonthJava,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleMutableMonmorphicInvocation,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcQuarterOfYearJava,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcYearOfCenturyJoda,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_08,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitJava,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.fs.AvailableIndexFoldersBenchmark.availableIndexFolderNaive,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitJoda,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleImmutableBimorphicInvocation,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitDayOfMonthJava,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.routing.allocation.AllocationBenchmark.measureAllocation,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcMonthOfYearJava,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.DateFormatterFromBenchmark.benchmarkFrom,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_32,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.StringTermsSerializationBenchmark.serialize,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitDayOfMonthJoda,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_02,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.multiBucket,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.TermsReduceBenchmark.reduceAggs,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcYearOfCenturyJava,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_04,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeIntervalRoundingJoda,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoMulti,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcMonthOfYearJoda,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcQuarterOfYearJoda,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_16,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.common.RoundingBenchmark.nextRoundingValue,835ebcfff2c3ac4894b3a3d41d67829db1dde756)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcDayOfMonthJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleImmutableMonmorphicInvocation,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_01,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.DateFormatterBenchmark.parseJavaDate,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_64,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeIntervalRoundingJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.fs.AvailableIndexFoldersBenchmark.availableIndexFolderOptimized,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.baseline,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.common.RoundingBenchmark.round,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.DateFormatterBenchmark.parseJodaDate,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleMutableBimorphicInvocation,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcDayOfMonthJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleMutableMonmorphicInvocation,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcQuarterOfYearJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcYearOfCenturyJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_08,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.fs.AvailableIndexFoldersBenchmark.availableIndexFolderNaive,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleImmutableBimorphicInvocation,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitDayOfMonthJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.routing.allocation.AllocationBenchmark.measureAllocation,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcMonthOfYearJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.DateFormatterFromBenchmark.benchmarkFrom,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_32,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeRoundingDateTimeUnitDayOfMonthJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_02,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.multiBucket,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcYearOfCenturyJava,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_04,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeIntervalRoundingJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoMulti,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcMonthOfYearJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcQuarterOfYearJoda,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_16,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.common.RoundingBenchmark.nextRoundingValue,b80c609447337783ea2aad49dbab068f16865cfe)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeUnitRoundingUtcDayOfMonthJoda,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.search.aggregations.bucket.terms.LongKeyedBucketOrdsBenchmark.singleBucketIntoSingleImmutableMonmorphicInvocation,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_01,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.DateFormatterBenchmark.parseJavaDate,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.indices.breaker.MemoryStatsBenchmark.getMemoryStats_64,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.time.RoundingBenchmark.timeIntervalRoundingJava,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.elasticsearch.benchmark.fs.AvailableIndexFoldersBenchmark.availableIndexFolderOptimized,0bffbf08ff7c0abce4eae400fb881409f690a0f2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
