"(Benchmark_method, commit)",Inline Method,Extract Method,Extract Variable,Merge Variable,Change Return Type,Change Attribute Type,Change Parameter Type,Change Variable Type,Inline Variable,Move Attribute,Replace Variable With Attribute,Extract Subclass,Push Down Attribute,Push Down Method,Move Method,Extract And Move Method,Extract Class,Move Class,Merge Attribute,Extract Superclass,Pull Up Attribute,Pull Up Method,Extract Attribute,Parameterize Variable,Extract Interface,Change Package,Merge Parameter,Split Parameter,Split Variable,sum,delta
"(edu.illinois.library.cantaloupe.perf.processor.KakaduDemoProcessorPerformance.readInfo,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithBufferedImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetSize,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testReadRenderedWithArguments,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageReaderPerformance.testGetMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.readInfoWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.processWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.readInfoWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.PdfBoxProcessorPerformance.readInfo,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndXMPMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testRead,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithPlanarImageAndXmpMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testRead,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.readInfoWithGIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testReadRenderedWithArguments,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithMOV,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testGetCompression,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.processWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithMPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.readInfoWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.readInfoWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithGIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.processWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithFLV,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithWebM,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithPlanarImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.processWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithFLV,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testReadRendered,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithBufferedImageAndEXIFMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.readInfoWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRendered,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.processWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithMOV,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.readInfoWithGIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndEXIFMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testReadRenderedWithArguments,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithGIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithAVI,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetCompression,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.readInfoWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithBufferedImageAndXmpMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithBufferedImageAndXMPMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.processWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithBufferedImageAndIptcMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.readInfoWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithBufferedImageAndExifMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageReaderPerformance.testGetCompressionWithUncompressedImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testGetMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.OpenJpegProcessorPerformance.readInfo,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testGetNumImages,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithBufferedImageAndMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetSize,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithBufferedImageAndIPTCMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImageAndIPTCMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithBufferedImageAndNativeMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testReadWithArguments,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.KakaduNativeProcessorPerformance.process,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testGetSize,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testReadWithArguments,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.readInfoWithTIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.OpenJpegProcessorPerformance.process,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testGetSize,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithPlanarImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetNumImages,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithPlanarImageAndExifMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithPlanarImageAndNativeMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageWriterPerformance.testWriteWithBufferedImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.TIFFImageWriterPerformance.testWriteWithBufferedImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.processWithMP4,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithPlanarImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.JaiProcessorPerformance.readInfoWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.GraphicsMagickProcessorPerformance.processWithPNG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageReaderPerformance.testGetCompression,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testGetNumImages,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithJPG,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.readInfoWithGIF,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testReadWithArguments,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.PNGImageWriterPerformance.testWriteWithBufferedImage,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.BMPImageReaderPerformance.testGetMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.JPEGImageReaderPerformance.testGetMetadata,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageReaderPerformance.testGetNumImages,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithAVI,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(edu.illinois.library.cantaloupe.perf.processor.ImageMagickProcessorPerformance.processWithBMP,ff26367416bb5554f71734b9d2bb12bdc46de81a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
