"(Benchmark_method, commit)",Extract Method,Change Attribute Type,Parameterize Variable,Extract Variable,Change Return Type,Replace Variable With Attribute,Change Variable Type,Change Parameter Type,Pull Up Method,Extract Attribute,Move Method,Move Class,Extract Subclass,Pull Up Attribute,Push Down Method,Push Down Attribute,Move Attribute,Inline Method,Extract Class,Inline Variable,Split Variable,Extract And Move Method,Merge Attribute,Split Parameter,Extract Superclass,Split Attribute,Move Source Folder,Change Package,Merge Parameter,Replace Attribute,Extract Interface,Merge Variable,sum,delta
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,02f706f18c6a76083bac4e0002f428d27bb8cbdb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,02f706f18c6a76083bac4e0002f428d27bb8cbdb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,02f706f18c6a76083bac4e0002f428d27bb8cbdb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,8b8c5515e041347e0fdd791534fa0a694c96c6ae)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,deebe6db0c2fbd89cd7558e3a7ce76ec076aac5b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,0098999ebd9d6269770d9a9a2ddd1190e9c83cda)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,424204ebecb8ba2e4856cb2f570f3a8bf1589da8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,c5a36219bbb7cfce343137bf3c361f7eb80bd64e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,8979e9e0dc7f1c7e6bae2636c508ca529593e17a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,10c510333d904debf54eb832524f6e09dcc0685d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,c766575c7b36c2692fe403c996a3fd3516e5708a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,117ba4d7e2965f520d98a96a6ada7af54d9947ce)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,319f761ca1769d0b35aa70c99b3a1ea8795acaf8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,ea0b90cd9971b99be17b4e1ae9dbcd66c630daa6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,eaa6014049e6bc8253f5b0282e4ace8a3aff92e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
