"(Benchmark_method, commit)",Extract Method,Change Attribute Type,Parameterize Variable,Extract Variable,Change Return Type,Replace Variable With Attribute,Change Variable Type,Change Parameter Type,Pull Up Method,Extract Attribute,Move Method,Move Class,Extract Subclass,Pull Up Attribute,Push Down Method,Push Down Attribute,Move Attribute,Inline Method,Extract Class,Inline Variable,Split Variable,Extract And Move Method,Merge Attribute,Split Parameter,Extract Superclass,Split Attribute,Move Source Folder,Change Package,Merge Parameter,Replace Attribute,Extract Interface,Merge Variable,sum,delta
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,066621507f2d40ea67aa7d7ddadbb9304db17993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,066621507f2d40ea67aa7d7ddadbb9304db17993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,066621507f2d40ea67aa7d7ddadbb9304db17993)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,67018bd4b1e006f4d957a1f70a1c0e01b9ebb70b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,b84178af53d631b268143f9b8b0a3c3f731bf68a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,f17b422f2474e436ab7722dca16b778aa626f8ca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,4d5353bb7ea6c7f6cf2cb62992d122b265687b05)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,c43d8c49fe212a5253c2dfc27c3c3b8c018c697a)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,1329ec09f2024dc52d8b772e4ee70d9a9cdcfd0d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,0fbe8b767eaeb1c2d5d90946b3620a4e853a7284)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,3c3416669d750b70d4f9c0e3ac1c704b77b45023)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,3446c2cdb9c49ab5f547657a5d12e92022b56721)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,1e63d3c83e89d152cb603955e303b5377d8ab8e6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,b4ca4537b62e75f71e3329186652f982025175a2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,1246826ba749f57d3d428deb7606dd582836ca69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,1d8366a0a2468856d3a5671d36b17f542cb0c75c)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.common.OrderedExecutorBenchmark.submitAndWait,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTestWithSnapshots,6820f890343e51a6b2b1c9544b90dc1c6ca40dea)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.codahale.TimerBenchmark.timerTest,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV2,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithExtraContextDataNoMdc,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.checksum.DigestTypeBenchmark.digestManager,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.counterIncrement,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.proto.ProtocolBenchmark.testAddEntryV3WithMdc,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.bookkeeper.stats.StatsLoggerBenchmark.recordLatency,a79cd081114ed45d2e0121d524ea1b710d7d2452)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
