"(Benchmark_method, commit)",Change Return Type,Change Parameter Type,Push Down Method,Extract Superclass,Pull Up Method,Pull Up Attribute,Extract Method,Extract Variable,Inline Variable,Change Attribute Type,Extract Class,Move Method,Change Variable Type,Extract And Move Method,Move Class,Extract Interface,Move Attribute,Inline Method,Change Package,Parameterize Variable,Move Source Folder,Extract Attribute,Push Down Attribute,Extract Subclass,Replace Variable With Attribute,Merge Parameter,sum,delta
"(org.jctools.jmh.latency.MpqBurstCost.burstCost,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.add,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.QueueThroughputBaseline.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArg,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.busy,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArg,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNano.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffYield.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArgBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.bothr,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.SingleThreadedOffer.offerLoop,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.remove,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.SingleThreadedPoll.poll,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArgBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArg,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.backoffOneNano,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.sum,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.contains,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.QueueOfferPoll.offerAndPollLoops,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffConsume.tpt,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.QueueBurstCost.burstCost,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.ConcQOfferPoll.offerAndPoll,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.counters.CountersBenchmark.rw,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.ConcurrentSetThroughput.rw,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.maps.nbhm_test.jmh.ConcurrentMapThroughput.randomGetPutRemove,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArg,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArgBaseline,4eaa9f2c070babbdf191b7a36f92484c80b5a0bd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingCqBurstRoundTripWithGroups.ring,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArg,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArgBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.MpqBurstCost.burstCost,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.add,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneObjectArg,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.pr,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.alignedPrimitiveArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.cr,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.nor,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.noArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.QueueThroughputBaseline.tpt,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArg,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.busy,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.RingBurstRoundTripWithGroups.ring,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.IntrusiveQueueThroughputBackoffNone.tpt,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArg,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNano.tpt,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.QueueThroughputBackoffYield.tpt,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.maps.nhbm_test.jmh.ConcurrentMapThroughput.randomGetPutRemove,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneObjectArgBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqThroughputBackoffNone.bothr,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.jmh.throughput.channels.ChannelThroughputBackoffNone.tpt,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.SingleThreadedOffer.offerLoop,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.remove,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.baseline.SingleThreadedPoll.poll,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.noArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.onePrimitiveArgBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.onePrimitiveArg,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.jmh.throughput.QueueThroughputBackoffNone.tpt,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.channels.SpscChannelThroughputTest.backoffOneNano,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.sum,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.collections.SetOps.contains,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.channels.mpsc.MpscProxyChannelBenchmark.tenMixedArgs,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
"(org.jctools.jmh.baseline.QueueOfferPoll.offerAndPollLoops,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jctools.jmh.throughput.MpqDrainFillThroughputBackoffNone.normal,6c2f0abe0d5fe769a7a83d84669a0f31c4e7e00d)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
