"(Benchmark_method, commit)",Extract Method,Change Attribute Type,Inline Method,Extract Variable,Inline Variable,Change Return Type,Change Variable Type,Change Parameter Type,Move Method,Replace Variable With Attribute,Parameterize Variable,Replace Attribute,Extract Superclass,Pull Up Method,Pull Up Attribute,Extract And Move Method,Move Class,Move Attribute,Extract Subclass,Extract Class,Push Down Method,Push Down Attribute,Move Source Folder,Extract Interface,Change Package,Merge Attribute,Extract Attribute,Merge Variable,Merge Parameter,Split Attribute,sum,delta
"(io.reactivex.rxjava3.core.StrictPerf.external,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.observeOnFlowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableSwitchMapCompletablePerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapMaybePerf.observablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineFlowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineSingle,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.observeOnMaybe,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.subscribeOnObservable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableSwitchMapMaybePerf.observableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapObservable1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.ToFlowablePerf.flowableInner,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.OperatorMergePerf.merge1SyncStreamOfN,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BlockingGetPerf.single,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapSinglePerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapSingle1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.subscribeOnSingle,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.observeOnSingle,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.subscribeOnFlowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.EachTypeFlatMapPerf.nbpRangeMapRange,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.subscribeOnSingle,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.TakeUntilPerf.flowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.subscribeOnCompletable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.TakeUntilPerf.observable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BlockingGetPerf.flowableBlockingLast,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BlockingGetPerf.flowableBlockingFirst,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BlockingPerf.flowableBlockingLast,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapPublisher,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.pipelineSingle,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.unbounded1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.RxVsStreamPerf.rangeFlatMapJust,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.subscribeOnFlowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.FlatMapJustPerf.observable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapIterable0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.unbounded1m,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.ToFlowablePerf.flowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsPublisher,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.ToFlowablePerf.observableInner,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.OperatorMergePerf.mergeNAsyncStreamsOfN,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapCompletable0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapCompletableAsFlow0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableConcatMapMaybePerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.observeOnCompletable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsObservable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapSingleAsObs1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.pipelineCompletable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapMaybePerf.observableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.EachTypeFlatMapPerf.bpRangeMapRange,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlatMapHideObservable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.subject1m,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableSwitchMapCompletablePerf.observableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapMaybe0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableConcatMapCompletablePerf.flowableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.pipelineFlowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.observeOnFlowable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.bounded1m,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.EachTypeFlatMapPerf.nbpRangeMapJust,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapCompletable0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.maybeFlatMapPublisher,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.subject1k,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapMaybeAsObs1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.bounded1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.completableFlattenAsPublisher,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BinaryFlatMapPerf.singleFlattenAsObservable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.FlattenCrossMapPerf.observable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BlockingPerf.observableBlockingLast,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableSwitchMapMaybePerf.flowablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.BlockingGetPerf.observableBlockingLast,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.FlattenRangePerf.observable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.RxVsStreamPerf.rangeObservableFlatMap,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterable1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybePerf.flowablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.observeOnSingle,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableSwitchMapMaybePerf.flowableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.OperatorFlatMapPerf.flatMapTwoNestedSync,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.PublishProcessorPerf.bounded1k,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.JustAsyncPerf.subscribeOnObservable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.EachTypeFlatMapPerf.nbpRange,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.FlattenJustPerf.observable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapSingleAsFlow1,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.xmapz.FlowableFlatMapCompletablePerf.flowablePlain,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
